architecture,MSE,MSPE,R
3,2.23651912555787,54.872876073804,0.986187035920521
4,1.84212027089077,68.1772844033051,0.98761424685262
5,2.92042925204761,26.6174289028289,0.979947641831497
6,1.70169578845059,46.7979144887289,0.988413207935038
7,1.96223736473019,26.9869813744268,0.986621683326266
8,0.907808490200829,9.17825234817261,0.993918950202887
9,1.71322797152811,29.2527726874497,0.988282533944296
10,1.75760909207552,0.785839933049714,0.987940944058004
