architecture,MSE,MSPE,R
3,1.64946216745884,47.6400573945844,0.989368530942896
4,2.29531383534838,62.2934833758448,0.984633248644963
5,3.65185549394815,990.659204823718,0.978400718240207
6,1.60500998071551,59.1451720052308,0.989030416900714
7,2.01541361342334,88.8516205075578,0.986886649558989
8,2.15313456716171,290.121798567954,0.985236149171398
9,1.37061353497329,2.95321248911236,0.991073421889145
10,3.19606822856447,559.937431854523,0.979389838795275
