architecture,MSE,MSPE,R
3,2.11064226634381,451.740169393044,0.985537439710065
4,1.34109084169291,51.5726435545871,0.990805002166244
5,2.10973985360731,0.269233499961071,0.986294577927542
6,1.80350966871389,4.74506517871693,0.987853264195733
7,1.85293188615141,15.5741432380163,0.987324087014412
8,1.49957048289927,42.7877184785038,0.989718450933618
9,1.94024356303475,55.015903275779,0.986771662000605
10,1.70058194878263,15.8025808924313,0.988377911119511
